OrderNumber,"Sales Channel",WarehouseCode,CurrencyCode,SalesTeamID,CustomerID,StoreID,ProductID,"Order Quantity","Discount Applied",ProcuredDate,OrderDate,ShipDate,DeliveryDate,"Unit Cost","Unit Price"
"SO - 0004810",In-Store,WARE-PUJ1005,USD,8,39,323,2,8,0.1,2019-08-23,2019-12-13,2020-01-07,2020-01-10,771.84,1072.00
"SO - 0004811",Online,WARE-PUJ1005,USD,12,20,284,11,7,0.1,2019-08-23,2019-12-13,2020-01-09,2020-01-15,2695.21,5085.30
"SO - 0004812",In-Store,WARE-NMK1003,USD,2,6,103,10,5,0.15,2019-08-23,2019-12-13,2020-01-10,2020-01-18,1922.90,3845.80
"SO - 0004813",In-Store,WARE-PUJ1005,USD,8,24,322,24,6,0.4,2019-08-23,2019-12-13,2019-12-22,2019-12-23,668.93,1286.40
"SO - 0004814",In-Store,WARE-UHY1004,USD,4,12,250,1,8,0.08,2019-08-23,2019-12-13,2019-12-28,2020-01-01,809.03,1078.70
"SO - 0004815",Distributor,WARE-UHY1004,USD,25,6,247,38,7,0.1,2019-08-23,2019-12-14,2019-12-20,2019-12-29,4583.74,5802.20
"SO - 0004816",Distributor,WARE-MKL1006,USD,21,49,340,5,8,0.15,2019-08-23,2019-12-14,2019-12-24,2020-01-03,1050.36,1721.90
"SO - 0004817",In-Store,WARE-NBV1002,USD,4,10,62,7,1,0.15,2019-08-23,2019-12-14,2019-12-19,2019-12-25,736.87,944.70
"SO - 0004818",Online,WARE-NMK1003,USD,19,26,138,20,3,0.15,2019-08-23,2019-12-14,2020-01-06,2020-01-16,131.39,247.90
"SO - 0004819",Wholesale,WARE-XYS1001,USD,27,13,46,33,6,0.1,2019-08-23,2019-12-14,2019-12-29,2020-01-08,1447.20,1929.60
"SO - 0004820",Distributor,WARE-NBV1002,USD,20,41,71,15,2,0.08,2019-08-23,2019-12-14,2019-12-17,2019-12-27,612.05,971.50
"SO - 0004821",Wholesale,WARE-PUJ1005,USD,27,48,270,9,1,0.05,2019-08-23,2019-12-14,2019-12-22,2019-12-28,716.10,1118.90
"SO - 0004822",Online,WARE-PUJ1005,USD,14,25,297,27,7,0.1,2019-08-23,2019-12-15,2019-12-26,2019-12-31,813.11,991.60
"SO - 0004823",In-Store,WARE-UHY1004,USD,4,38,246,40,6,0.05,2019-08-23,2019-12-15,2019-12-23,2019-12-26,1810.21,2291.40
"SO - 0004824",Online,WARE-NMK1003,USD,18,14,105,24,4,0.05,2019-08-23,2019-12-15,2019-12-31,2020-01-06,576.27,944.70
"SO - 0004825",In-Store,WARE-NMK1003,USD,11,3,197,46,5,0.05,2019-08-23,2019-12-15,2019-12-22,2019-12-23,2164.90,3865.90
"SO - 0004826",Wholesale,WARE-NMK1003,USD,27,7,154,16,3,0.08,2019-08-23,2019-12-15,2020-01-11,2020-01-15,850.36,1118.90
"SO - 0004827",Online,WARE-XYS1001,USD,18,14,17,12,8,0.15,2019-08-23,2019-12-15,2019-12-19,2019-12-27,123.01,180.90
"SO - 0004828",Online,WARE-PUJ1005,USD,20,29,290,11,4,0.1,2019-08-23,2019-12-15,2020-01-10,2020-01-13,3238.51,5681.60
"SO - 0004829",Online,WARE-NMK1003,USD,16,37,135,8,6,0.3,2019-08-23,2019-12-15,2019-12-19,2019-12-25,1581.20,2680.00
"SO - 0004830",In-Store,WARE-XYS1001,USD,9,25,50,45,6,0.1,2019-08-23,2019-12-15,2020-01-12,2020-01-18,1122.79,1782.20
"SO - 0004831",Wholesale,WARE-NMK1003,USD,27,12,193,11,2,0.15,2019-08-23,2019-12-15,2020-01-05,2020-01-13,922.59,1085.40
"SO - 0004832",Online,WARE-UHY1004,USD,17,43,258,8,3,0.08,2019-08-23,2019-12-15,2019-12-30,2020-01-01,3325.48,4006.60
"SO - 0004833",Online,WARE-PUJ1005,USD,14,40,297,47,3,0.1,2019-08-23,2019-12-16,2020-01-10,2020-01-11,1516.34,1849.20
"SO - 0004834",In-Store,WARE-NMK1003,USD,8,50,190,30,5,0.08,2019-08-23,2019-12-16,2020-01-02,2020-01-10,1188.92,1829.10
"SO - 0004835",Online,WARE-NMK1003,USD,14,48,183,40,6,0.2,2019-08-23,2019-12-16,2020-01-12,2020-01-18,1378.66,2418.70
"SO - 0004836",In-Store,WARE-UHY1004,USD,9,18,251,28,3,0.08,2019-08-23,2019-12-16,2019-12-26,2020-01-02,1055.12,1701.80
"SO - 0004837",Online,WARE-NMK1003,USD,20,22,162,4,1,0.08,2019-08-23,2019-12-16,2019-12-20,2019-12-25,568.16,1072.00
"SO - 0004838",Online,WARE-XYS1001,USD,15,44,54,35,8,0.08,2019-08-23,2019-12-16,2020-01-06,2020-01-09,2864.25,3819.00
"SO - 0004839",In-Store,WARE-NMK1003,USD,6,10,102,39,5,0.15,2019-08-23,2019-12-16,2020-01-08,2020-01-16,740.35,871.00
"SO - 0004840",Distributor,WARE-UHY1004,USD,22,13,213,47,1,0.1,2019-08-23,2019-12-16,2019-12-23,2020-01-02,1712.79,3892.70
"SO - 0004841",Online,WARE-NMK1003,USD,14,13,106,5,1,0.05,2019-08-23,2019-12-16,2020-01-13,2020-01-14,2384.40,3845.80
"SO - 0004842",Distributor,WARE-NMK1003,USD,25,5,98,7,7,0.05,2019-08-23,2019-12-16,2019-12-21,2019-12-23,596.97,1085.40
"SO - 0004843",In-Store,WARE-NBV1002,USD,5,36,77,20,3,0.15,2019-08-23,2019-12-17,2019-12-20,2019-12-28,1054.92,2244.50
"SO - 0004844",In-Store,WARE-NBV1002,USD,5,21,68,7,5,0.05,2019-08-23,2019-12-17,2019-12-20,2019-12-25,472.35,1005.00
"SO - 0004845",In-Store,WARE-NMK1003,USD,1,35,191,7,4,0.1,2019-08-23,2019-12-17,2019-12-24,2019-12-29,1370.02,1929.60
"SO - 0004846",In-Store,WARE-UHY1004,USD,11,10,244,34,5,0.05,2019-08-23,2019-12-17,2019-12-19,2019-12-26,791.14,1098.80
"SO - 0004847",Online,WARE-MKL1006,USD,14,21,358,35,3,0.1,2019-08-23,2019-12-17,2020-01-06,2020-01-14,475.37,864.30
"SO - 0004848",Distributor,WARE-NMK1003,USD,25,31,97,11,5,0.08,2019-08-23,2019-12-17,2019-12-20,2019-12-21,2428.35,5922.80
"SO - 0004849",Wholesale,WARE-NMK1003,USD,27,26,153,47,4,0.4,2019-08-23,2019-12-17,2019-12-22,2020-01-01,1929.60,3859.20
"SO - 0004850",Distributor,WARE-PUJ1005,USD,21,34,304,12,2,0.08,2019-08-23,2019-12-17,2019-12-28,2020-01-01,1565.12,3912.80
"SO - 0004851",In-Store,WARE-NBV1002,USD,11,18,65,15,2,0.08,2019-08-23,2019-12-17,2020-01-08,2020-01-15,978.74,1179.20
"SO - 0004852",Online,WARE-PUJ1005,USD,17,45,298,14,4,0.08,2019-08-23,2019-12-17,2019-12-23,2020-01-01,1378.99,1681.70
"SO - 0004853",In-Store,WARE-UHY1004,USD,1,35,204,34,1,0.2,2019-08-23,2019-12-18,2019-12-21,2019-12-24,1697.78,2425.40
"SO - 0004854",In-Store,WARE-NMK1003,USD,3,23,120,22,8,0.08,2019-08-23,2019-12-18,2020-01-10,2020-01-18,760.85,1118.90
"SO - 0004855",Distributor,WARE-NBV1002,USD,21,17,66,35,6,0.08,2019-08-23,2019-12-18,2020-01-10,2020-01-15,955.15,1326.60
"SO - 0004856",Online,WARE-UHY1004,USD,16,9,207,1,1,0.08,2019-08-23,2019-12-18,2019-12-29,2019-12-30,1487.40,2974.80
"SO - 0004857",In-Store,WARE-NMK1003,USD,9,22,103,33,1,0.15,2019-08-23,2019-12-18,2020-01-10,2020-01-18,88.64,180.90
"SO - 0004858",Wholesale,WARE-NMK1003,USD,26,34,167,17,3,0.05,2019-08-23,2019-12-18,2019-12-25,2020-01-01,4917.13,5996.50
"SO - 0004859",Online,WARE-NBV1002,USD,12,27,60,40,4,0.05,2019-08-23,2019-12-19,2019-12-28,2020-01-01,1164.19,2425.40
"SO - 0004860",In-Store,WARE-PUJ1005,USD,6,11,286,28,4,0.05,2019-08-23,2019-12-19,2020-01-10,2020-01-16,4313.80,5460.50
"SO - 0004861",In-Store,WARE-NMK1003,USD,9,30,143,30,2,0.2,2019-08-23,2019-12-19,2019-12-26,2019-12-27,499.02,891.10
"SO - 0004862",In-Store,WARE-XYS1001,USD,7,34,42,38,4,0.05,2019-08-23,2019-12-19,2020-01-01,2020-01-02,1063.69,1688.40
"SO - 0004863",Online,WARE-NMK1003,USD,19,26,173,39,7,0.4,2019-08-23,2019-12-19,2019-12-24,2019-12-26,1441.44,2324.90
"SO - 0004864",Wholesale,WARE-NBV1002,USD,28,35,87,44,4,0.2,2019-08-23,2019-12-19,2020-01-09,2020-01-17,414.80,1011.70
"SO - 0004865",Online,WARE-XYS1001,USD,16,7,37,4,8,0.2,2019-08-23,2019-12-19,2020-01-11,2020-01-19,180.57,234.50
"SO - 0004866",In-Store,WARE-MKL1006,USD,3,13,355,18,5,0.05,2019-08-23,2019-12-19,2020-01-11,2020-01-13,625.65,1078.70
"SO - 0004867",Online,WARE-NBV1002,USD,20,18,69,38,2,0.05,2019-08-23,2019-12-19,2020-01-09,2020-01-11,112.16,207.70
"SO - 0004868",In-Store,WARE-NMK1003,USD,12,33,189,9,8,0.15,2019-08-23,2019-12-19,2019-12-26,2019-12-29,1109.65,2264.60
"SO - 0004869",In-Store,WARE-NMK1003,USD,8,4,93,42,6,0.05,2019-08-23,2019-12-20,2020-01-13,2020-01-22,566.02,884.40
"SO - 0004870",In-Store,WARE-PUJ1005,USD,8,12,301,17,8,0.08,2019-08-23,2019-12-20,2019-12-24,2020-01-03,2045.38,2840.80
"SO - 0004871",Online,WARE-MKL1006,USD,14,9,349,31,3,0.08,2019-08-23,2019-12-20,2019-12-22,2019-12-24,2897.62,5681.60
"SO - 0004872",In-Store,WARE-NMK1003,USD,11,4,182,19,7,0.1,2019-08-23,2019-12-20,2019-12-24,2019-12-28,3027.46,5936.20
"SO - 0004873",Online,WARE-PUJ1005,USD,15,25,275,16,1,0.3,2019-08-23,2019-12-20,2019-12-22,2019-12-23,550.14,1078.70
"SO - 0004874",In-Store,WARE-NMK1003,USD,5,12,99,10,7,0.05,2019-08-23,2019-12-20,2019-12-26,2019-12-30,1485.79,2653.20
"SO - 0004875",In-Store,WARE-XYS1001,USD,3,39,17,43,6,0.08,2019-08-23,2019-12-20,2019-12-29,2020-01-02,131.32,268.00
"SO - 0004876",Distributor,WARE-XYS1001,USD,24,41,51,20,7,0.1,2019-08-23,2019-12-20,2019-12-31,2020-01-05,890.03,1098.80
"SO - 0004877",In-Store,WARE-NMK1003,USD,12,43,100,1,6,0.08,2019-08-23,2019-12-21,2020-01-02,2020-01-06,3399.92,3999.90
"SO - 0004878",In-Store,WARE-UHY1004,USD,2,29,213,1,7,0.08,2019-08-23,2019-12-21,2020-01-06,2020-01-16,3226.18,6204.20
"SO - 0004879",In-Store,WARE-PUJ1005,USD,1,32,267,7,3,0.15,2019-08-23,2019-12-21,2020-01-03,2020-01-06,1151.53,2257.90
"SO - 0004880",Online,WARE-NMK1003,USD,14,38,184,11,8,0.4,2019-08-23,2019-12-21,2020-01-16,2020-01-19,1460.47,2318.20
"SO - 0004881",Online,WARE-NBV1002,USD,16,33,84,23,5,0.2,2019-08-23,2019-12-21,2020-01-09,2020-01-10,1125.60,2680.00
"SO - 0004882",Online,WARE-PUJ1005,USD,17,34,309,16,3,0.05,2019-08-23,2019-12-21,2020-01-09,2020-01-17,787.92,1125.60
"SO - 0004883",Online,WARE-PUJ1005,USD,20,7,292,17,7,0.08,2019-08-23,2019-12-21,2019-12-30,2020-01-02,2713.70,3932.90
"SO - 0004884",Wholesale,WARE-MKL1006,USD,26,7,361,12,8,0.05,2019-08-23,2019-12-21,2020-01-10,2020-01-15,4586.82,5460.50
"SO - 0004885",Wholesale,WARE-MKL1006,USD,28,8,352,31,8,0.05,2019-08-23,2019-12-22,2019-12-25,2019-12-28,501.16,1139.00
"SO - 0004886",In-Store,WARE-NMK1003,USD,11,25,128,17,5,0.08,2019-08-23,2019-12-22,2020-01-04,2020-01-07,165.49,254.60
"SO - 0004887",Online,WARE-NMK1003,USD,16,47,157,41,3,0.1,2019-08-23,2019-12-22,2020-01-11,2020-01-14,1015.72,2539.30
"SO - 0004888",In-Store,WARE-PUJ1005,USD,1,13,320,7,8,0.2,2019-08-23,2019-12-22,2020-01-11,2020-01-17,4598.88,5748.60
"SO - 0004889",Wholesale,WARE-NBV1002,USD,27,28,68,41,1,0.4,2019-08-23,2019-12-22,2020-01-07,2020-01-13,1193.94,1809.00
"SO - 0004890",Wholesale,WARE-NMK1003,USD,28,16,90,8,4,0.1,2019-08-23,2019-12-22,2020-01-08,2020-01-15,122.28,167.50
"SO - 0004891",In-Store,WARE-NMK1003,USD,3,36,94,12,3,0.05,2019-08-23,2019-12-23,2020-01-10,2020-01-16,161.27,194.30
"SO - 0004892",In-Store,WARE-XYS1001,USD,10,17,30,36,6,0.3,2019-08-23,2019-12-23,2020-01-18,2020-01-19,1691.15,3932.90
"SO - 0004893",Online,WARE-PUJ1005,USD,13,11,264,46,1,0.08,2019-08-23,2019-12-23,2020-01-19,2020-01-24,1857.24,3376.80
"SO - 0004894",In-Store,WARE-NMK1003,USD,9,40,152,16,8,0.05,2019-08-23,2019-12-23,2020-01-20,2020-01-23,3803.59,5433.70
"SO - 0004895",In-Store,WARE-UHY1004,USD,6,9,256,30,5,0.08,2019-08-23,2019-12-23,2020-01-19,2020-01-26,4216.18,5855.80
"SO - 0004896",In-Store,WARE-NBV1002,USD,6,34,67,13,4,0.15,2019-08-23,2019-12-23,2019-12-30,2020-01-07,438.98,844.20
"SO - 0004897",Online,WARE-NMK1003,USD,13,18,150,32,6,0.1,2019-08-23,2019-12-23,2019-12-27,2020-01-06,596.03,931.30
"SO - 0004898",Online,WARE-UHY1004,USD,19,7,226,34,4,0.05,2019-08-23,2019-12-23,2019-12-27,2019-12-31,677.71,797.30
"SO - 0004899",Wholesale,WARE-NMK1003,USD,27,7,191,10,5,0.05,2019-08-23,2019-12-23,2020-01-11,2020-01-16,465.18,877.70
"SO - 0004900",Online,WARE-UHY1004,USD,16,2,244,33,2,0.05,2019-08-23,2019-12-23,2020-01-18,2020-01-19,986.17,2405.30
"SO - 0004901",Wholesale,WARE-NMK1003,USD,27,39,128,13,7,0.08,2019-08-23,2019-12-24,2020-01-13,2020-01-16,188.40,254.60
"SO - 0004902",Wholesale,WARE-PUJ1005,USD,26,35,326,28,2,0.08,2019-08-23,2019-12-24,2020-01-03,2020-01-10,1665.89,1983.20
"SO - 0004903",In-Store,WARE-UHY1004,USD,11,6,254,45,6,0.15,2019-08-23,2019-12-24,2020-01-10,2020-01-14,791.14,1098.80
"SO - 0004904",In-Store,WARE-NMK1003,USD,10,12,166,28,4,0.15,2019-08-23,2019-12-24,2019-12-27,2020-01-01,514.56,1286.40
"SO - 0004905",Distributor,WARE-NMK1003,USD,22,1,120,20,2,0.15,2019-08-23,2019-12-24,2019-12-26,2020-01-02,1549.58,2626.40
"SO - 0004906",In-Store,WARE-NBV1002,USD,1,38,62,44,6,0.15,2019-08-23,2019-12-24,2020-01-04,2020-01-08,2218.84,3892.70
"SO - 0004907",Online,WARE-NMK1003,USD,16,47,161,35,8,0.05,2019-08-23,2019-12-25,2020-01-07,2020-01-14,660.62,1139.00
"SO - 0004908",In-Store,WARE-UHY1004,USD,7,6,247,45,3,0.1,2019-08-23,2019-12-25,2020-01-19,2020-01-28,143.72,261.30
"SO - 0004909",Wholesale,WARE-NMK1003,USD,26,31,196,19,4,0.05,2019-08-23,2019-12-25,2020-01-08,2020-01-15,143.05,234.50
"SO - 0004910",Online,WARE-NBV1002,USD,17,22,77,3,8,0.15,2019-08-23,2019-12-25,2019-12-29,2020-01-06,884.33,1319.90
"SO - 0004911",In-Store,WARE-UHY1004,USD,7,35,216,25,7,0.08,2019-08-23,2019-12-26,2020-01-07,2020-01-10,1229.72,2673.30
"SO - 0004912",In-Store,WARE-UHY1004,USD,7,33,243,23,5,0.1,2019-08-23,2019-12-26,2020-01-02,2020-01-05,1621.40,2948.00
"SO - 0004913",In-Store,WARE-NMK1003,USD,1,37,186,20,2,0.05,2019-08-23,2019-12-26,2020-01-20,2020-01-30,75.38,167.50
"SO - 0004914",In-Store,WARE-UHY1004,USD,4,3,257,17,7,0.15,2019-08-23,2019-12-26,2020-01-07,2020-01-14,3059.35,3872.60
"SO - 0004915",In-Store,WARE-XYS1001,USD,7,1,49,41,1,0.08,2019-08-23,2019-12-26,2020-01-03,2020-01-09,3185.65,3932.90
"SO - 0004916",Wholesale,WARE-NMK1003,USD,25,17,90,2,5,0.08,2019-08-23,2019-12-26,2020-01-13,2020-01-21,688.09,1058.60
"SO - 0004917",In-Store,WARE-NMK1003,USD,9,1,128,14,5,0.05,2019-08-23,2019-12-26,2020-01-04,2020-01-12,88.17,187.60
"SO - 0004918",Online,WARE-UHY1004,USD,20,32,241,21,8,0.08,2019-08-23,2019-12-26,2020-01-21,2020-01-29,2168.79,2613.00
"SO - 0004919",Online,WARE-XYS1001,USD,13,23,27,35,6,0.05,2019-08-23,2019-12-26,2020-01-04,2020-01-14,1040.44,1963.10
"SO - 0004920",Online,WARE-NMK1003,USD,18,40,88,12,6,0.08,2019-08-23,2019-12-26,2020-01-17,2020-01-24,3154.63,3993.20
"SO - 0004921",In-Store,WARE-NBV1002,USD,10,27,59,15,7,0.08,2019-08-23,2019-12-27,2020-01-19,2020-01-27,392.96,770.50
"SO - 0004922",In-Store,WARE-XYS1001,USD,4,31,28,22,2,0.15,2019-08-23,2019-12-27,2020-01-07,2020-01-12,4488.13,5540.90
"SO - 0004923",Wholesale,WARE-NMK1003,USD,26,11,179,24,2,0.05,2019-08-23,2019-12-27,2020-01-18,2020-01-25,1559.76,1949.70
"SO - 0004924",In-Store,WARE-NBV1002,USD,8,37,84,29,2,0.05,2019-08-23,2019-12-27,2020-01-17,2020-01-18,4888.12,5889.30
"SO - 0004925",Online,WARE-PUJ1005,USD,13,13,280,21,4,0.08,2019-08-23,2019-12-27,2020-01-15,2020-01-24,496.60,730.30
"SO - 0004926",Wholesale,WARE-PUJ1005,USD,26,45,301,33,4,0.08,2019-08-23,2019-12-27,2020-01-15,2020-01-22,1858.85,3872.60
"SO - 0004927",In-Store,WARE-PUJ1005,USD,10,5,315,11,5,0.08,2019-08-23,2019-12-28,2020-01-03,2020-01-13,1645.79,3577.80
"SO - 0004928",Distributor,WARE-UHY1004,USD,25,4,209,27,1,0.05,2019-08-23,2019-12-28,2019-12-30,2020-01-07,1063.69,2532.60
"SO - 0004929",In-Store,WARE-UHY1004,USD,8,30,234,30,8,0.1,2019-08-23,2019-12-28,2020-01-24,2020-01-27,2138.64,2673.30
"SO - 0004930",Wholesale,WARE-PUJ1005,USD,25,8,275,15,7,0.05,2019-08-23,2019-12-28,2020-01-18,2020-01-24,894.85,1065.30
"SO - 0004931",Online,WARE-UHY1004,USD,17,37,240,4,4,0.15,2019-08-23,2019-12-28,2020-01-11,2020-01-12,634.09,1132.30
"SO - 0004932",Distributor,WARE-UHY1004,USD,25,13,245,47,2,0.05,2019-08-23,2019-12-28,2020-01-16,2020-01-21,4266.56,5333.20
"SO - 0004933",In-Store,WARE-XYS1001,USD,9,10,50,23,1,0.08,2019-08-23,2019-12-28,2020-01-03,2020-01-09,420.22,857.60
"SO - 0004934",Distributor,WARE-XYS1001,USD,23,14,47,26,8,0.08,2019-08-23,2019-12-28,2020-01-19,2020-01-22,128.91,174.20
"SO - 0004935",Online,WARE-XYS1001,USD,19,48,58,13,8,0.05,2019-08-23,2019-12-28,2020-01-12,2020-01-19,4367.73,5326.50
"SO - 0004936",In-Store,WARE-NMK1003,USD,9,49,179,46,7,0.2,2019-08-23,2019-12-28,2020-01-02,2020-01-11,139.29,180.90
"SO - 0004937",In-Store,WARE-MKL1006,USD,8,49,341,8,7,0.05,2019-08-23,2019-12-29,2020-01-22,2020-01-30,1369.75,1802.30
"SO - 0004938",In-Store,WARE-NMK1003,USD,11,10,92,45,2,0.05,2019-08-23,2019-12-29,2020-01-18,2020-01-23,1706.89,3879.30
"SO - 0004939",Distributor,WARE-NMK1003,USD,24,32,200,44,3,0.05,2019-08-23,2019-12-29,2020-01-22,2020-01-26,820.48,1051.90
"SO - 0004940",Online,WARE-NMK1003,USD,14,4,116,30,1,0.05,2019-08-23,2019-12-29,2019-12-31,2020-01-06,2226.48,3906.10
"SO - 0004941",In-Store,WARE-PUJ1005,USD,2,31,262,26,5,0.05,2019-08-23,2019-12-29,2020-01-12,2020-01-17,507.93,891.10
"SO - 0004942",In-Store,WARE-NMK1003,USD,12,40,124,1,2,0.08,2019-08-23,2019-12-29,2020-01-15,2020-01-21,170.25,221.10
"SO - 0004943",Wholesale,WARE-NBV1002,USD,28,25,78,21,3,0.15,2019-08-23,2019-12-29,2020-01-26,2020-01-28,2551.36,3986.50
"SO - 0004944",Distributor,WARE-PUJ1005,USD,21,30,288,20,1,0.2,2019-08-23,2019-12-29,2020-01-07,2020-01-09,153.83,187.60
"SO - 0004945",In-Store,WARE-NBV1002,USD,11,47,60,27,5,0.1,2019-08-23,2019-12-29,2020-01-03,2020-01-08,102.91,214.40
"SO - 0004946",In-Store,WARE-UHY1004,USD,7,18,250,45,2,0.1,2019-08-23,2019-12-29,2020-01-25,2020-01-29,909.32,1748.70
"SO - 0004947",In-Store,WARE-NMK1003,USD,8,21,128,41,6,0.08,2019-08-23,2019-12-29,2020-01-18,2020-01-25,1477.35,1969.80
"SO - 0004948",Online,WARE-XYS1001,USD,18,13,46,28,3,0.3,2019-08-23,2019-12-30,2020-01-06,2020-01-15,2648.51,3953.00
"SO - 0004949",Online,WARE-XYS1001,USD,16,45,49,42,1,0.05,2019-08-23,2019-12-30,2020-01-14,2020-01-20,1105.50,2512.50
"SO - 0004950",Online,WARE-XYS1001,USD,15,46,10,39,4,0.15,2019-08-23,2019-12-30,2020-01-03,2020-01-04,3098.82,3825.70
"SO - 0004951",In-Store,WARE-PUJ1005,USD,4,42,284,42,1,0.1,2019-08-23,2019-12-30,2020-01-24,2020-02-02,89.31,207.70
"SO - 0004952",In-Store,WARE-UHY1004,USD,2,4,257,37,6,0.15,2019-08-23,2019-12-30,2020-01-16,2020-01-17,1254.24,1929.60
"SO - 0004953",Online,WARE-XYS1001,USD,14,27,42,38,7,0.1,2019-08-23,2019-12-30,2020-01-19,2020-01-21,458.28,1145.70
"SO - 0004954",In-Store,WARE-NBV1002,USD,6,3,83,41,5,0.1,2019-08-23,2019-12-30,2020-01-17,2020-01-26,1072.13,2552.70
"SO - 0004955",In-Store,WARE-XYS1001,USD,6,23,3,31,6,0.08,2019-08-23,2019-12-30,2020-01-21,2020-01-24,2335.62,5561.00
"SO - 0004956",In-Store,WARE-PUJ1005,USD,4,10,276,5,8,0.08,2019-08-23,2019-12-30,2020-01-12,2020-01-16,120.06,214.40
"SO - 0004957",Wholesale,WARE-MKL1006,USD,26,19,342,17,1,0.08,2019-08-23,2019-12-30,2020-01-08,2020-01-13,1470.52,2371.80
"SO - 0004958",Online,WARE-XYS1001,USD,14,2,41,2,2,0.08,2019-08-23,2019-12-31,2020-01-04,2020-01-11,498.48,1038.50
"SO - 0004959",Distributor,WARE-UHY1004,USD,24,12,224,5,8,0.08,2019-08-23,2019-12-31,2020-01-09,2020-01-14,566.55,1011.70
"SO - 0004960",Online,WARE-NMK1003,USD,19,7,158,12,7,0.08,2019-08-23,2019-12-31,2020-01-16,2020-01-20,2944.65,3926.20
"SO - 0004961",Wholesale,WARE-UHY1004,USD,27,2,256,33,2,0.1,2019-08-23,2019-12-31,2020-01-04,2020-01-10,4127.74,6070.20
"SO - 0004962",Online,WARE-UHY1004,USD,18,44,238,39,5,0.08,2019-08-23,2019-12-31,2020-01-11,2020-01-19,5097.03,5996.50
"SO - 0004963",Distributor,WARE-PUJ1005,USD,24,26,272,23,4,0.2,2019-08-23,2019-12-31,2020-01-02,2020-01-04,3246.02,5071.90
"SO - 0004964",Online,WARE-XYS1001,USD,16,5,21,1,7,0.15,2019-08-23,2019-12-31,2020-01-07,2020-01-16,4129.88,6164.00
"SO - 0004965",Distributor,WARE-XYS1001,USD,25,48,8,38,5,0.1,2019-08-23,2019-12-31,2020-01-12,2020-01-19,1874.59,3825.70
"SO - 0004966",In-Store,WARE-NMK1003,USD,12,1,120,20,3,0.1,2019-08-23,2019-12-31,2020-01-11,2020-01-12,806.14,1715.20
"SO - 0004967",In-Store,WARE-XYS1001,USD,5,29,2,7,3,0.05,2019-08-23,2020-01-01,2020-01-15,2020-01-23,2230.56,3845.80
"SO - 0004968",Wholesale,WARE-UHY1004,USD,26,31,231,46,2,0.1,2019-08-23,2020-01-01,2020-01-24,2020-01-30,431.48,1078.70
"SO - 0004969",In-Store,WARE-NMK1003,USD,3,28,169,16,3,0.1,2019-08-23,2020-01-01,2020-01-06,2020-01-14,480.79,1045.20
"SO - 0004970",In-Store,WARE-PUJ1005,USD,4,3,290,44,1,0.05,2019-08-23,2020-01-01,2020-01-23,2020-01-28,123.28,268.00
"SO - 0004971",In-Store,WARE-NMK1003,USD,5,13,192,25,7,0.08,2019-08-23,2020-01-02,2020-01-10,2020-01-17,1153.47,1802.30
"SO - 0004972",Distributor,WARE-UHY1004,USD,21,24,221,18,2,0.1,2019-08-23,2020-01-02,2020-01-21,2020-01-31,830.33,1025.10
"SO - 0004973",Online,WARE-NBV1002,USD,13,26,80,36,1,0.1,2019-08-23,2020-01-02,2020-01-12,2020-01-21,1031.80,2579.50
"SO - 0004974",Distributor,WARE-PUJ1005,USD,24,36,271,2,7,0.05,2019-08-23,2020-01-02,2020-01-16,2020-01-26,2816.01,6257.80
"SO - 0004975",Wholesale,WARE-NMK1003,USD,27,47,94,19,5,0.08,2019-08-23,2020-01-02,2020-01-20,2020-01-29,4426.56,5333.20
"SO - 0004976",Distributor,WARE-PUJ1005,USD,20,44,328,22,8,0.15,2019-08-23,2020-01-02,2020-01-14,2020-01-21,1155.75,1675.00
"SO - 0004977",Online,WARE-XYS1001,USD,19,21,37,34,1,0.1,2019-08-23,2020-01-02,2020-01-12,2020-01-13,466.99,1139.00
"SO - 0004978",Distributor,WARE-XYS1001,USD,24,6,24,37,3,0.08,2019-08-23,2020-01-02,2020-01-18,2020-01-21,667.72,1011.70
"SO - 0004979",In-Store,WARE-UHY1004,USD,3,36,219,20,4,0.08,2019-08-23,2020-01-03,2020-01-31,2020-02-07,90.58,174.20
"SO - 0004980",In-Store,WARE-XYS1001,USD,8,36,57,38,3,0.2,2019-08-23,2020-01-03,2020-01-15,2020-01-18,710.20,1775.50
"SO - 0004981",In-Store,WARE-PUJ1005,USD,8,24,265,36,1,0.05,2019-08-23,2020-01-03,2020-01-19,2020-01-21,522.00,1065.30
"SO - 0004982",In-Store,WARE-NMK1003,USD,7,18,90,33,3,0.05,2019-08-23,2020-01-03,2020-01-24,2020-02-01,4041.71,6123.80
"SO - 0004983",In-Store,WARE-NBV1002,USD,12,47,67,41,6,0.08,2019-08-23,2020-01-03,2020-01-15,2020-01-23,1986.28,2452.20
"SO - 0004984",Wholesale,WARE-NMK1003,USD,28,19,103,5,5,0.1,2019-08-23,2020-01-03,2020-01-14,2020-01-16,2226.48,3906.10
"SO - 0004985",Online,WARE-MKL1006,USD,13,36,349,6,5,0.05,2019-08-23,2020-01-03,2020-01-29,2020-02-04,1622.67,2351.70
"SO - 0004986",In-Store,WARE-MKL1006,USD,3,12,358,3,3,0.05,2019-08-23,2020-01-03,2020-01-30,2020-02-04,793.28,991.60
